0,1,2,3
-570496.994574892,-276498.0640581902,-471297.4035197655,-283567.68934682384
-391900.2335398212,-571822.012980954,-596021.0709189457,-659949.6595074135
-433020.0601038895,-510952.840575996,-441762.06936641,-662790.8958022958
-527819.0355819047,-487094.13976007357,-428113.37377170636,-476197.6161022577
-334424.6109682486,-263289.259080114,-387979.4606484656,-374944.5414262246
-421085.22982328734,-340533.54018756544,-431181.5143950239,-740248.9494250595
-331450.4317419678,-400887.8777726082,-431301.11137893976,-486505.97950338305
-884363.3623652154,-415284.4859077845,-393247.7884270379,-513991.8425885997
-415509.451917263,-308220.97091713385,-399225.8114193394,-414776.9894386027
-398937.7388037353,-588142.1419320495,-341449.1756938463,-669756.6159990125
-439973.35450721486,-494499.64879295294,-332767.82824500237,-491099.97592437855
-419466.08383907087,-721552.9987564904,-540987.5351740962,-535045.5098858369
-428338.3782092583,-310850.8962891303,-297558.6288759754,-506149.54188084864
-738173.1938824011,-504699.63823436433,-364541.7783398479,-472743.23100645444
-352035.3332666574,-744496.2027101571,-467208.1757578907,-344866.7395661657
-371631.8910929413,-642247.9796944424,-668521.3298158442,-351367.5447426884
-437233.82504557975,-448879.4101723619,-393833.0843032603,-534851.1834767204
-477708.649257614,-1101964.0859000077,-370615.14488536265,-342703.91340643476
-513435.21801785356,-433884.3504872849,-503738.2272853998,-504469.21007647825
-545261.6698957237,-404615.04763701296,-379362.80075368774,-369624.7651986284
-467267.7135187862,-396103.4394207776,-248428.25106822056,-323921.43214975175
-385225.589281259,-881359.3465916452,-448849.030381949,-419370.982502318
-309856.9236761829,-348085.19836612674,-559269.3796005336,-452613.66105060745
-485278.07694448245,-366476.7281743213,-760567.7296896322,-620993.1351978565
-273247.6143010125,-486736.6220208261,-595699.9705523037,-486091.9778740495
-617569.9147455059,-357686.22904408065,-526774.0529508792,-530301.7543378865
-382017.73329052044,-601888.5727451012,-807187.3887195048,-433078.1808003912
-481429.2942332413,-528765.9832000516,-553948.0622286448,-501729.0912897683
-437286.1425553665,-850123.2815905919,-373997.60576398246,-330792.9792593906
-374040.46319649095,-526284.4382790476,-436040.73889698606,-484333.0954342204
-380747.61987303576,-476406.7604844846,-534156.410022135,-704790.143920314
-618827.9930497615,-280228.0897264121,-680492.3011174601,-657180.8284514114
-533474.8393134568,-409875.86459392536,-392465.71547609335,-553261.8777766136
-398415.14608032524,-574223.1209572146,-496379.5231299744,-511911.2723372683
-474318.0893262448,-595894.5893820898,-462706.14077923953,-452532.13310471294
-316286.55126641196,-589606.5909388678,-477080.00206352276,-438447.3834929515
-261323.12078787322,-623042.7956662492,-359063.17006061313,-629564.976122052
-541964.6725858074,-302962.4981468015,-672474.9617581579,-427930.12781998713
-467138.59270785615,-281471.6840790832,-551504.8543342679,-375194.74889034586
-549641.426465055,-477006.55810395087,-367603.3060844391,-385804.0788607495
-482232.2836640001,-388166.41949065943,-463051.3616918518,-608210.7246207931
-365510.94267480716,-354361.39074480504,-335724.32725651993,-367678.4937013918
-631448.265483716,-289634.3194691949,-376387.6668802347,-394718.8939669983
-468706.76789474214,-393325.0568211659,-418419.6520017265,-745977.4257801424
-339604.38679379923,-472489.0984918473,-409851.94843578903,-455225.308864116
-485693.78792920586,-446936.7075745711,-322673.84508458205,-441938.53527212085
-412333.45353795687,-769003.7651938024,-448526.549769596,-514617.92218939547
-777829.5842053234,-494811.12379371346,-361291.21075806784,-395297.0315213471
-567386.6133400709,-289890.11531676986,-416694.5098584305,-298926.9909230619
-746394.0979469743,-342078.79314256454,-536566.2261922994,-287466.1820562847
-400387.76285924827,-408687.28753735306,-398018.04152482765,-570493.6866761653
-447012.6719588968,-397828.53615909285,-264824.0427052239,-346283.1321909726
-336810.78881656745,-367373.55282579956,-380337.22063107503,-424735.54702999926
-325051.1346418282,-250294.69375178518,-301475.67784364166,-598581.281481493
-305358.1958199123,-510535.82261824235,-502500.9258462076,-455207.6143035975
-515162.3762217855,-347472.1828391076,-585257.6645619166,-409950.75072667486
-424481.27845631214,-355575.6032925518,-372236.15303367743,-383519.8002620792
-448433.9951800983,-532533.2647473714,-397096.31439852744,-650089.912094329
-405036.0123800226,-353747.5686614125,-478518.1740035995,-552283.4708053415
-374471.06244276644,-408363.3080113224,-430888.8620022105,-388901.4846658094
-407260.55058025615,-383872.6941621164,-429834.05259280256,-537139.1060882955
-350365.7166765964,-601337.1370005285,-379034.82303495624,-428586.0317833096
-424428.99986538565,-313161.96599555545,-536903.9617458658,-552958.9519831785
-347618.93890715507,-755762.1677681333,-440847.35882120056,-466606.07975744427
-425789.3535992608,-494007.3545825027,-387269.98883679917,-550776.8243458883
-492280.03811128455,-301348.47636519093,-337120.9880994346,-415739.4278165774
-388504.3391971994,-391946.2200179638,-379622.10120866756,-614513.3263576071
-313476.8798591617,-396542.894934019,-393738.4801303818,-622032.2066606296
-720547.9144267826,-788038.2189961943,-266361.7244384295,-370399.1995020951
-598940.7825926051,-399463.22398542013,-353367.0944831524,-308472.97587318765
-452820.5242369427,-323333.7325414185,-440493.22034562036,-376587.8232615633
-382620.7422034052,-455195.5964765798,-426168.40729445213,-420193.53699397406
-366869.4974931756,-334958.1337968382,-505204.2813421143,-514407.9456472775
-412472.8429548015,-311941.00233017246,-334569.55839437153,-472436.8562075687
-452360.70261645765,-387956.0646972815,-472474.77700453467,-563933.078698261
-559106.6741645796,-505842.35120354977,-569269.8732596228,-314271.25637290237
-540424.2866558773,-453725.29607270885,-487815.33315556304,-732115.7424158152
-408164.6206031751,-341830.5647558936,-487981.0136741008,-340500.6320954903
-365267.44733028486,-477372.5943462644,-351287.91699577315,-498176.51327026007
-667610.2233131889,-467976.33048222197,-279319.8748440215,-428323.8669685014
-403488.4370001035,-300312.2761276305,-607566.2813818257,-467136.6122628792
-393868.23313414823,-468952.8897666944,-481543.13942160044,-756535.5435006701
-369981.06152356404,-586167.2584184278,-497306.2647179198,-440071.971206808
-418935.7957090425,-358438.85610428744,-752941.8008663774,-578056.8878050647
-611143.7773774453,-474141.39896647155,-459850.5699542521,-395786.4540676484
-317549.7047110865,-715081.6750767728,-356557.07661571115,-709086.653856924
-427923.5476477807,-416912.3465568841,-398093.3584292244,-549073.4562603906
-455189.25404407096,-442914.49403531686,-320429.8547489601,-455899.77245056303
-447332.50367162534,-532807.2200951616,-650042.8741430768,-498378.47947422654
-332448.87938915653,-679964.2755795489,-742669.2154577774,-424136.2986537737
-383955.90179780364,-630288.9069396596,-550856.1066859361,-573062.5804713124
-419575.27289223095,-406918.39552534785,-302211.0435036266,-462862.0641112314
-598056.2432046279,-369643.1630711935,-387631.98668980127,-533281.7894559758
-420911.4563617054,-321001.46112458606,-443654.78892689274,-412380.590638921
-338929.83953735215,-356400.14595044765,-340395.2760085934,-446896.71848853846
-626422.5949903928,-547241.5828865869,-621788.7975536999,-484963.7779305772
-368827.336643061,-501930.6213407643,-596834.2368265685,-358567.6974538929
-357865.7585020679,-401883.3041564467,-285627.7448352969,-498265.2723302279
-500652.4880437745,-601305.545224613,-725030.8433029215,-327100.93105448276
-445656.3970413627,-354934.6338858159,-574942.4699769495,-664896.6594744646
-715698.8687752594,-824431.8272974356,-404419.19550714485,-370044.1156770221
-346707.1608472061,-473243.02866839094,-385472.0913735425,-460940.77581957617
-486829.6700719239,-655548.3435799332,-467494.5662130262,-467210.2498448621
-1102568.8430330707,-410543.15673794074,-440823.03122664796,-479133.39706954034
-376875.66848890315,-532589.6636237549,-383706.3851139045,-359547.48857223045
-588323.1160956684,-347791.6223385354,-412993.23465749295,-391250.51593818754
-538419.7104043221,-377723.48912330595,-455274.3048776374,-425519.22577538487
-331181.72663720744,-599382.7869540717,-396539.4504642948,-457323.5161693323
-435507.88543836755,-732627.4132969275,-622377.0254460615,-374734.4935874581
-580580.4265487579,-548835.1127660942,-566949.0787995406,-379673.6493487549
-291008.3622956188,-407409.7029254517,-560789.8533127942,-571282.0617088896
-392343.2238086624,-403937.95025375264,-455812.11490658496,-438701.0618217251
-326950.7048166941,-356901.246706148,-585116.5787409241,-407287.4569601869
-376052.873768829,-530008.8725222619,-457481.40134850756,-358942.3064373832
