reward
-5156527.834987462
-2531016.271518891
-2780076.045396922
-2278986.6479265606
-2267055.615260138
-2756485.139933738
-2269308.5841530166
-2054152.0441494882
-1687413.0056991768
-1359080.0571089012
-1866133.5517368496
-2068504.5130998236
-1634106.5053639826
-1728626.788111635
-1985930.1874355595
-2156235.0791619257
-1621744.5587314593
-1975941.8381478821
-2359214.0928978054
-2881845.249040722
-2124470.887877405
-2334423.1997165885
-2995821.717727534
-1703871.2522084578
-2032128.0818413424
-1320813.6099417477
-2072509.3627679239
-1951074.2927122258
-1334275.8588467583
-1700931.5847211892
-1624095.7489214267
-1291132.985904092
-2485820.5646728906
-1875531.0871094533
-2298667.19922455
-1804016.3586122552
-2331478.731886933
-1143830.1628540023
-1177965.502165345
-1866987.6392766547
-1597629.207381049
-2042577.0252614121
-1939564.4307036167
-2141144.67930941
-1809771.910490592
-1822068.8941128992
-1617279.7760848938
-2072083.861656875
-1793177.363551828
-1338356.9023720957
-1489483.0962801066
-1355511.4191510377
-1992690.6883604338
-1217005.7580905778
-2435614.1185818743
-1413120.232327898
-1390674.4198501653
-1715517.3937497425
-1373455.9409113156
-2066777.1387793827
-1824321.9320865003
-1394670.2389334708
-2143614.902989949
-2397924.463767299
-4116982.6737216003
-1256687.5503572517
-1906098.9865621582
-2661234.0725366063
-1146749.4421222091
-1881311.4491694055
-1511497.966690113
-1860527.6448409602
-1798750.7066943082
-1302811.905302428
-2035215.9699673413
-1821387.067736976
-1993897.1591835609
-1707407.3751317544
-2527581.990379278
-1850602.8954064487
-1882972.0773280356
-1592543.7383362127
-2288674.625452163
-1845058.5602803435
-1876678.7169040171
-2041017.8169914393
-2309249.769314422
-1749190.0909091514
-1879059.3325945886
-1691120.3146758534
-1409089.523906331
-1775335.1280627488
-1431785.2210378186
-2155095.6613614475
-1184103.2608543143
-1890688.962974817
-1862322.3647968513
-1514997.4032397363
-1606172.1371109579
-1657406.5371640008
-1824699.7907478341
-1702604.876356736
-1760173.378777397
-1418375.7468267428
-1787235.2748182034
-1289865.8742080461
-1738961.854338888
-1592206.473312481
-1953678.3780269136
-1809590.1659763039
-1241567.8877844382
-1484827.7971494843
-1452875.0591713856
-1277409.509574336
-1801949.954939958
-1926832.6019512184
-1722599.8248740546
-1770219.663967685
-1717819.3921636634
-1761068.009295583
-1806674.4890092083
-1465342.4081817302
-1368337.6444822017
-1940955.6911948365
-1325446.4329974
-1924254.1619380089
-1861519.2035306443
-2047179.7041462814
-2046107.4757440668
-1763719.0128275948
-1538948.9794652832
-1881868.3942710923
-1799019.8901195636
-1760498.3613071928
-1911262.6862423148
-1832441.1945180153
-1837203.9853083426
-1872184.712581366
-1692525.8767842217
-1970953.5035688742
-1303336.0920839703
-1731658.4937867988
-1909784.6594557907
-1930668.115177766
-1217697.0219746695
-1547782.2208798768
-1760451.2608194915
-2224912.8540132167
-1994290.1896015382
-1823459.1318006127
-1788648.8965413338
-1812320.191732382
-1839324.9504921348
-1906053.8099644831
-1741754.107223068
-1802088.5420991003
-1973090.7448880018
-1811394.4863792248
-1940705.5275825458
-1161288.0347261801
-1666697.7424901517
-1402241.7476438684
-1902026.1553830358
-1781741.1450611022
-1477055.9103690567
-1761329.8410516602
-2090143.9219488017
-1759646.194997137
-1712057.698856406
-2062394.2418172108
-2002544.3931140536
-1110986.1044288436
-1809296.309981079
-1905827.2553470968
-2302911.7422778937
-1752766.4094728215
-1642281.1877861028
-1255206.2972734268
-1745680.0343515265
-1626148.6426717981
-1656372.6487942198
-1875734.4938129461
-1786491.5648304292
-1775460.6387508828
-1774485.5345872764
-1951915.0176898967
-1343009.2778580436
-2175305.6837462066
-1892361.3298688955
-1809318.8689558748
-2002759.613396114
-1709344.4395063256
-1986845.0272219186
-1987897.0381658736
-1905181.1610480638
-1925521.9112751586
-1221466.0669556642
-1805682.5391325643
-2165219.2578598512
-1871447.4108363783
-1751208.0548001945
-1896984.5762099142
-1870322.9529153563
-1738921.6468638743
